I,phi_p
2.9599198396793582,0.001967115085575428
2.9639278557114226,0.0018818531092655464
2.967935871743487,0.00180359596797984
2.971943887775551,0.0017315078575392878
2.9759519038076148,0.0016649022245111226
2.979959919839679,0.001603162165810829
2.9839679358717435,0.0015457702788513944
2.9879759519038074,0.0014922987114935574
2.9919839679358713,0.0014423395116975586
2.9959919839679356,0.0013955742778713894
3.0,0.0013516945584727924
