I,chi_eff_true,chi_eff_H1,chi_eff_H0
2.2060120240480963,-4.179737468930327,2.1955148473512303,-5.098533397234455
2.212424849699399,-4.226136371304712,2.1736580100889817,-5.143085305789107
2.2188376753507013,-4.27263524770953,2.1517078635398015,-5.18772185542295
2.225250501002004,-4.319233665043164,2.129664811932681,-5.232442679458892
2.231663326653307,-4.3659311933220835,2.107529256586421,-5.277247413859676
2.2380761523046093,-4.412727405649505,2.0853015959388195,-5.322135697201425
2.244488977955912,-4.459621878184478,2.0629822255755883,-5.367107170647365
2.2509018036072144,-4.50661419011135,2.040571538258817,-5.4121614779220835
2.257314629258517,-4.553703923609568,2.018069923955153,-5.457298265285878
2.2637274549098194,-4.6008906638240035,1.9954777698635127,-5.502517181509681
2.2701402805611224,-4.648173998835503,1.9727954604425548,-5.547817877850122
2.276553106212425,-4.695553519631908,1.950023377437752,-5.593200008024951
2.2829659318637274,-4.743028820079402,1.9271618999081142,-5.63866322818884
2.28937875751503,-4.790599496894252,1.904211404252571,-5.684207196909405
2.2957915831663325,-4.838265149614877,1.881172264236021,-5.729831575143599
2.3022044088176354,-4.886025380574267,1.8580448510151015,-5.775536026214347
2.308617234468938,-4.933879794872745,1.8348295331636137,-5.821320215787473
2.3150300601202405,-4.981828000351143,1.8115266766975324,-5.867183811848989
2.321442885771543,-5.029869607564166,1.7881366450998755,-5.9131264846825715
2.3278557114228455,-5.078004229754235,1.7646597993451287,-5.95914790684742
2.3342685370741485,-5.126231482825553,1.7410964979234436,-6.005247753156226
2.340681362725451,-5.17455098531854,1.717447096864479,-6.051425700653638
2.3470941883767535,-5.222962358384585,1.6937119497610134,-6.09768142859479
2.353507014028056,-5.271465225761077,1.6698914077922034,-6.1440146184242295
